City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country
368,Nurota,40.5614,65.6886,69.89,24,0,7.61,clear sky,
369,Diamantino,-14.4086,-56.4461,94.84,18,0,7.49,clear sky,
370,Mackenzie,55.2999,-123.1698,52.02,76,90,4.61,overcast clouds,
371,Okato,-39.2,173.8833,48.42,73,100,9.84,overcast clouds,
372,Sylacauga,33.1732,-86.2516,91.74,67,75,12.66,broken clouds,
373,Komsomolskiy,40.4272,71.7189,75.92,46,10,4.61,clear sky,
374,Kaeo,-35.1,173.7833,55.51,63,100,10.11,light rain,
375,Flinders,-34.5833,150.8552,61.81,72,1,1.01,clear sky,
376,Dwarka,22.2394,68.9678,81.05,81,100,12.15,overcast clouds,
377,Zhangye,38.9342,100.4517,65.5,39,97,5.23,light rain,
378,Vizinga,61.0749,50.1031,64.45,76,70,9.46,broken clouds,
379,Fayaoue,-20.65,166.5333,70.88,70,0,20.69,clear sky,
380,Kandrian,-6.2167,149.55,76.03,91,43,3.94,light rain,
381,Grenada,37.1882,-3.6067,83.1,48,0,4.0,clear sky,
382,Ucluelet,48.9329,-125.5528,64.71,71,32,8.57,scattered clouds,
383,Adrar,20.5022,-10.0711,100.58,10,32,12.91,scattered clouds,
384,Bandarbeyla,9.4942,50.8122,77.61,80,95,14.63,light rain,
385,Kuito,-12.3833,16.9333,63.3,47,16,4.68,few clouds,
386,Kokoshkino,55.5977,37.1695,58.95,88,0,8.95,clear sky,
387,Salalah,17.0151,54.0924,76.01,89,64,5.1,broken clouds,
388,Cradock,-32.1642,25.6192,48.67,56,0,3.53,clear sky,
389,Lakselv,70.0513,24.9718,46.22,87,75,10.36,broken clouds,
390,Pevek,69.7008,170.3133,39.69,88,99,3.09,overcast clouds,
391,Yenagoa,4.9247,6.2642,74.88,91,71,2.8,broken clouds,
392,Boyolangu,-8.1181,111.8935,71.89,94,92,3.36,overcast clouds,
393,Eureka,40.8021,-124.1637,69.21,73,24,5.01,few clouds,
394,Kaabong,3.4836,34.1492,67.59,66,70,2.77,broken clouds,
395,Fergus Falls,46.283,-96.0776,79.09,34,88,19.91,overcast clouds,
396,Kattivakkam,13.2167,80.3167,80.69,76,29,10.92,scattered clouds,
397,Kasama,-10.2129,31.1808,68.47,57,56,8.3,broken clouds,
398,Los Algarrobos,8.5,-82.4333,84.61,70,40,9.22,scattered clouds,
399,Tautira,-17.7333,-149.15,80.62,82,79,21.41,light rain,
400,Kalmunai,7.4167,81.8167,78.12,84,100,7.49,heavy intensity rain,
401,Verkhnyaya Inta,65.9811,60.3094,61.86,92,100,8.77,overcast clouds,
402,Maceio,-9.6658,-35.7353,76.44,83,40,8.05,scattered clouds,
403,Ulma,48.3984,9.9916,58.89,93,56,1.01,broken clouds,
404,Pacific Grove,36.6177,-121.9166,75.15,79,75,3.0,broken clouds,
405,Sola,-13.8833,167.55,78.13,70,73,21.77,broken clouds,
406,Shaowu,27.3409,117.4831,75.06,95,90,1.92,overcast clouds,
407,Ponta Delgada,37.7333,-25.6667,75.92,83,20,10.36,few clouds,
408,Grindavik,63.8424,-22.4338,55.9,94,90,14.97,overcast clouds,
409,Magrath,49.4167,-112.8686,69.31,33,9,19.55,clear sky,
410,Lima,-12.0432,-77.0282,60.13,84,16,8.59,few clouds,
411,Mezhdurechenskiy,59.6,65.9333,69.69,56,79,6.26,broken clouds,
412,Shelburne,44.0787,-80.2041,88.12,49,76,6.49,broken clouds,
413,Brae,60.3964,-1.353,55.31,86,100,6.6,overcast clouds,
414,Japura,-0.3167,102.35,72.99,98,96,0.69,overcast clouds,
415,Faxinal,-24.0003,-51.3194,73.24,34,0,4.54,clear sky,
416,Ust-Kan,50.9276,84.761,39.0,84,0,2.19,clear sky,
417,Sooke,48.3746,-123.7276,67.21,56,24,11.12,few clouds,
418,Akdepe,42.0551,59.3788,73.4,40,0,9.13,clear sky,
419,Fuerte Olimpo,-21.0415,-57.8738,99.72,15,0,8.68,clear sky,
420,Yumen,40.2833,97.2,57.52,23,0,7.05,clear sky,
421,Maloy,61.9353,5.1136,55.24,89,9,14.03,clear sky,
422,Copiapo,-27.3667,-70.3333,58.69,28,0,6.6,clear sky,
423,Souillac,-20.5167,57.5167,67.35,63,23,11.07,few clouds,
424,Inuvik,68.3499,-133.7218,55.08,59,99,8.43,overcast clouds,
425,Puerto Carreno,6.189,-67.4859,87.66,62,95,0.54,overcast clouds,
426,Omsukchan,62.5333,155.8,60.67,77,97,8.23,overcast clouds,
427,Presidencia Roque Saenz Pena,-26.7852,-60.4388,93.02,26,21,7.29,few clouds,
428,Haines Junction,60.7522,-137.5108,59.61,37,6,1.74,clear sky,
429,Uitenhage,-33.7576,25.3971,48.42,88,0,2.89,clear sky,
430,Mecca,21.4267,39.8261,90.3,31,15,5.44,few clouds,
431,Bougouni,11.417,-7.479,73.47,90,23,3.58,few clouds,
432,Zelenogorskiy,55.0333,87.0,50.52,89,2,1.83,clear sky,
433,Ciudad Ojeda,10.1964,-71.3082,87.94,64,96,5.7,overcast clouds,
434,Mahajanga,-15.7167,46.3167,68.02,88,0,3.44,clear sky,
435,Luderitz,-26.6481,15.1594,56.79,57,0,11.83,clear sky,
436,Grand Gaube,-20.0064,57.6608,67.37,67,9,1.99,clear sky,
437,Verkhoyansk,67.5447,133.385,56.07,89,100,5.7,overcast clouds,
438,Kyren,51.6828,102.1408,47.86,96,100,1.99,overcast clouds,
439,Puerto Del Rosario,28.5004,-13.8627,73.15,73,20,19.57,few clouds,
440,Blagoyevo,63.3667,47.9167,61.75,98,97,9.04,moderate rain,
441,Saint-Prosper,46.2117,-70.4811,81.32,64,45,10.29,scattered clouds,
442,Newport,51.5877,-2.9984,64.45,82,56,6.26,broken clouds,
443,Rayevskiy,54.0658,54.9468,73.74,32,34,3.0,light rain,
444,Pinyug,60.251,47.7842,59.4,93,70,11.95,broken clouds,
445,Khandyga,62.6667,135.6,63.79,94,100,4.59,light rain,
446,Nanortalik,60.1432,-45.2371,48.22,75,28,4.81,scattered clouds,
447,Nemuro,43.3236,145.575,58.1,93,100,10.63,overcast clouds,
448,Basco,20.4487,121.9702,85.06,76,90,12.06,overcast clouds,
449,Ingham,42.6,-84.3833,88.9,91,13,5.28,few clouds,
450,Maldonado,-34.6667,-54.9167,54.23,89,66,13.4,broken clouds,
451,Crestview,30.7621,-86.5705,92.91,62,1,4.0,clear sky,
452,Steinbach,50.1667,8.5667,61.2,94,0,5.75,light rain,
453,Oriximina,-1.7656,-55.8661,90.77,41,52,4.07,broken clouds,
454,Khvastovichi,53.4694,35.0941,55.54,63,100,1.86,overcast clouds,
455,Novikovo,51.1537,37.8879,61.65,51,37,6.31,scattered clouds,
456,Buala,-8.145,159.5921,80.56,81,47,10.2,light rain,
457,Nakatsugawa,35.4833,137.5,71.73,96,100,0.38,heavy intensity rain,
458,Ratnapura,6.6828,80.3992,75.06,91,100,1.57,overcast clouds,
459,Sakakah,29.9697,40.2064,93.4,10,0,6.38,clear sky,
460,Belmonte,-15.8631,-38.8828,75.7,86,4,8.66,clear sky,
461,Khasan,42.4308,130.6434,67.03,72,3,2.39,clear sky,
462,Shenjiamen,29.9576,122.298,79.65,90,100,11.27,light rain,
463,Duku,11.2361,4.9073,75.65,85,100,2.46,light rain,
464,San Policarpo,12.1791,125.5072,78.3,88,98,5.35,overcast clouds,
465,Caborca,30.5838,-111.101,96.49,27,0,5.21,clear sky,
466,Mayo,38.8876,-76.5119,82.4,80,1,0.0,clear sky,
467,Araouane,18.9048,-3.5265,94.23,33,32,3.67,scattered clouds,
468,Nushki,29.5542,66.0215,80.49,11,0,4.34,clear sky,
469,Lubango,-14.9172,13.4925,61.11,43,0,2.19,clear sky,
470,Koungou,-12.7336,45.2042,74.91,78,0,6.91,clear sky,
471,Port Hardy,50.6996,-127.4199,58.87,71,43,15.17,scattered clouds,
472,Aberdeen,57.1437,-2.0981,57.81,100,25,4.61,scattered clouds,
473,Gangarampur,25.4,88.5167,82.35,80,100,9.48,light rain,
474,Magadi,12.9667,77.2333,70.14,91,89,6.91,overcast clouds,
475,Whakatane,-37.9585,176.9854,48.78,59,67,3.0,broken clouds,
476,Oeiras,-7.0253,-42.1311,88.54,26,5,6.35,clear sky,
477,Matara,5.9485,80.5353,77.63,85,100,4.97,overcast clouds,
478,Vanimo,-2.6741,141.3028,74.86,86,100,3.78,overcast clouds,
479,Bagdarin,54.4333,113.6,49.73,93,73,3.94,broken clouds,
480,Waipawa,-41.4122,175.5153,52.45,73,76,9.95,broken clouds,
481,Mikhaylovka,50.06,43.2379,71.67,62,100,8.25,overcast clouds,
482,Abu Dhabi,24.4667,54.3667,91.98,72,100,7.85,overcast clouds,
483,Yermish,54.7678,42.2711,60.46,83,39,4.88,scattered clouds,
484,Santander,43.4647,-3.8044,70.3,88,75,5.01,broken clouds,
485,Teya,60.3778,92.6267,50.74,84,97,3.2,overcast clouds,
486,Nhulunbuy,-12.2333,136.7667,77.61,88,75,8.05,broken clouds,
487,Ilebo,-4.3167,20.5833,75.58,72,61,1.66,broken clouds,
488,Tombouctou,20.0,-3.0,95.49,36,36,6.24,scattered clouds,
489,Vaxjo,56.8777,14.8091,58.8,71,75,3.44,broken clouds,
490,Qandala,11.472,49.8728,89.49,53,100,9.8,overcast clouds,
491,Gusau,12.1628,6.6614,77.32,75,82,3.6,light rain,
492,Areia Branca,-4.9561,-37.1369,80.31,71,5,15.75,clear sky,
493,Lavrentiya,65.5833,-171.0,49.24,80,72,3.13,broken clouds,
494,Te Anau,-45.4167,167.7167,47.08,93,100,4.14,overcast clouds,
495,Abnub,27.2696,31.1511,89.01,21,0,9.46,clear sky,
496,Hualmay,-11.0964,-77.6139,65.5,75,33,8.03,scattered clouds,
497,Dickinson,29.4608,-95.0513,98.69,61,40,3.0,scattered clouds,
498,Hojo,33.9766,132.7777,76.82,89,100,4.68,moderate rain,
499,Salur,18.5333,83.2167,77.92,88,80,0.56,broken clouds,
500,Lanzhou,36.0564,103.7922,68.25,48,3,5.73,clear sky,
501,Enid,36.3956,-97.8784,99.01,47,40,8.99,scattered clouds,
502,Boljoon,9.6281,123.4785,79.18,81,100,2.51,overcast clouds,
503,Mirnyy,62.5353,113.9611,46.42,76,2,2.35,clear sky,
504,Pomichna,48.2422,31.4158,62.2,59,5,4.88,clear sky,
505,Raymond,43.9015,-70.4703,72.23,92,100,8.66,light rain,
506,Kisesa,-3.0833,34.15,73.74,40,48,16.13,scattered clouds,
507,Ancona,43.55,13.1667,80.82,42,30,4.61,scattered clouds,
508,Soledad,10.9184,-74.7646,91.06,70,75,8.05,broken clouds,
509,Soyo,-6.1349,12.3689,73.6,80,9,8.7,clear sky,
510,Nouadhibou,20.931,-17.0347,78.49,60,1,26.22,clear sky,
511,Rehoboth,-23.3167,17.0833,56.1,25,0,2.13,clear sky,
512,Sept-Iles,50.2001,-66.3821,66.25,81,80,5.99,broken clouds,
513,Tarabuco,-19.1667,-64.9167,69.39,10,0,6.31,clear sky,
514,Rockhampton,-23.3833,150.5,60.69,82,5,6.91,clear sky,
515,Meridian,43.6121,-116.3915,82.17,28,1,1.99,clear sky,
516,Atar,20.5169,-13.0499,101.43,10,45,15.17,scattered clouds,
517,Nha Trang,12.25,109.1833,78.8,84,100,4.0,overcast clouds,
518,Yerbogachen,61.2767,108.0108,55.26,97,100,5.97,moderate rain,
519,Warrington,53.3925,-2.5802,63.75,90,40,1.01,scattered clouds,
520,Kainantu,-6.2887,145.8655,56.88,94,99,1.88,overcast clouds,
521,Ketchikan,55.3422,-131.6461,62.19,62,31,5.19,scattered clouds,
522,Anadyr,64.75,177.4833,48.7,93,20,13.42,fog,
523,Caravelas,-17.7125,-39.2481,71.1,83,9,6.06,clear sky,
524,Guntakal,15.1667,77.3833,80.64,63,98,9.75,overcast clouds,
525,Mweka,-4.85,21.5667,73.63,64,9,1.63,clear sky,
526,Tuatapere,-46.1333,167.6833,47.82,88,100,7.02,overcast clouds,
527,Biryusinsk,55.9634,97.8235,44.01,89,25,4.29,scattered clouds,
528,Veraval,20.9,70.3667,80.13,84,76,8.08,light rain,
529,Mayumba,-3.432,10.6554,72.46,81,20,6.69,few clouds,
530,Balikpapan,-1.2675,116.8289,73.9,96,100,7.56,overcast clouds,
531,Walvis Bay,-22.9575,14.5053,55.09,82,6,2.28,clear sky,
532,Luebo,-5.35,21.4167,75.04,72,14,0.89,few clouds,
533,Fairbanks,64.8378,-147.7164,59.59,66,100,1.01,overcast clouds,
534,Lira,2.235,32.9097,62.87,90,23,3.49,few clouds,
535,Kayes,14.0,-11.0,78.85,89,100,6.02,overcast clouds,
536,Isangel,-19.55,169.2667,71.26,68,67,15.97,broken clouds,
537,Alyangula,-13.8483,136.4192,75.38,84,14,7.72,few clouds,
538,Yingcheng,30.95,113.55,76.71,96,100,5.23,light rain,
539,Harper,4.375,-7.7169,75.47,89,92,3.6,overcast clouds,
540,Derazhnya,49.2692,27.4338,59.92,68,25,1.83,scattered clouds,
541,Flin Flon,54.7682,-101.865,66.88,26,100,4.03,overcast clouds,
542,Biltine,14.5333,20.9167,72.88,80,100,5.23,overcast clouds,
543,Estacion Coahuila,32.1939,-115.0017,100.96,14,0,5.17,clear sky,
544,Humaita,-7.5061,-63.0208,101.3,16,0,2.93,clear sky,
545,Huangmei,30.1924,116.025,77.81,95,100,2.37,overcast clouds,
546,Tateyama,34.9833,139.8667,78.82,88,100,4.74,overcast clouds,
547,Asau,46.4333,26.4,68.76,95,88,2.86,overcast clouds,
548,Atikokan,48.7555,-91.6216,78.98,27,0,8.23,clear sky,
549,Rocha,-34.4833,-54.3333,53.33,89,30,14.97,scattered clouds,
550,Pa Sang,18.5262,98.9394,77.2,90,100,1.92,overcast clouds,
551,Fort Wellington,6.4,-57.6,82.92,75,82,6.8,broken clouds,
552,Bumba,2.1833,22.4667,74.57,83,99,2.01,light rain,
553,Alihe,50.5667,123.7167,55.31,93,100,3.36,light rain,
554,Paramonga,-10.6667,-77.8333,65.86,73,84,8.12,broken clouds,
555,Codrington,-38.2667,141.9667,47.5,78,61,9.82,broken clouds,
556,Egvekinot,66.3167,-179.1667,45.88,91,100,3.22,overcast clouds,
557,Elko,41.0002,-115.5012,82.74,19,0,10.0,clear sky,
558,Jiaonan,35.8786,119.9753,76.3,94,100,3.13,moderate rain,
559,Ladario,-19.0047,-57.6017,99.48,16,0,7.52,clear sky,
560,Tucuman,-26.8241,-65.2226,78.73,24,0,7.38,clear sky,
561,Ailigandi,9.2333,-78.0167,84.25,74,79,9.01,broken clouds,
562,Torata,-17.0769,-70.8433,66.36,22,0,6.85,clear sky,
563,Preili,56.2944,26.7246,49.03,88,6,5.53,clear sky,
564,Wembley,-31.9333,115.8,50.09,78,0,6.91,clear sky,
565,Studena,49.1852,15.2869,61.14,96,100,1.01,moderate rain,
566,San Carlos De Bariloche,-41.1456,-71.3082,33.91,80,45,8.86,scattered clouds,
567,Dunedin,-45.8742,170.5036,48.79,74,40,1.99,scattered clouds,
568,Zomin,39.9606,68.3958,77.81,21,0,6.26,clear sky,
569,Okha,53.5739,142.9478,59.77,85,8,12.24,clear sky,
570,Santa Luzia,-19.7697,-43.8514,72.16,41,0,7.67,clear sky,
571,Mashhad,36.297,59.6062,75.34,35,0,6.91,clear sky,
572,Iskateley,67.6803,53.1512,48.54,93,100,17.85,overcast clouds,
573,Visby,57.6409,18.296,53.85,87,9,0.0,clear sky,
574,Arkhara,49.4212,130.0842,64.58,98,100,2.21,moderate rain,
575,Teterow,53.7833,12.5667,62.76,74,100,9.44,light rain,
576,Longford,53.7333,-7.8,58.15,88,23,3.91,few clouds,
577,San Francisco Del Mar,16.2333,-94.65,88.03,64,97,11.25,overcast clouds,
578,Isoka,-10.1606,32.6335,67.37,57,55,2.62,broken clouds,
579,Tezu,27.9167,96.1667,75.47,100,100,1.79,overcast clouds,
580,Mitsamiouli,-11.3847,43.2844,76.03,72,0,3.42,clear sky,
581,Gonzalez,30.5816,-87.2914,93.02,69,99,3.0,overcast clouds,
582,Turukhansk,65.8167,87.9833,49.64,94,36,4.38,scattered clouds,
583,Zhanaozen,43.3,52.8,84.13,19,20,8.68,few clouds,
584,Vardo,70.3705,31.1107,42.78,87,75,10.36,broken clouds,
585,Porto Novo,6.4965,2.6036,77.13,86,100,4.09,light rain,
586,Plouzane,48.3833,-4.6167,60.89,91,0,3.44,clear sky,
587,Tibacuy,4.3511,-72.4564,86.27,64,41,2.08,moderate rain,
588,Sabang,5.8933,95.3214,81.57,74,96,5.82,overcast clouds,
589,Tambura,5.6,27.4667,67.8,97,100,2.82,moderate rain,
590,Santa Cruz De Las Flores,20.4833,-103.5,80.17,52,100,6.26,overcast clouds,
591,Leland,34.2563,-78.0447,84.45,83,20,6.91,few clouds,
592,Kieta,-6.2167,155.6333,79.86,81,49,6.15,light rain,
593,Sassandra,4.95,-6.0833,73.67,92,74,3.6,broken clouds,
594,Nevsehir,38.9167,34.6667,69.01,46,0,5.75,clear sky,
595,Narasapur,16.45,81.6667,79.39,88,8,9.1,clear sky,
596,Ericeira,38.9627,-9.4156,68.99,87,2,15.61,clear sky,
597,Sobolevo,54.4299,31.8996,56.12,69,67,4.14,broken clouds,
598,Ajdabiya,30.7554,20.2263,82.65,38,0,13.18,clear sky,
599,Virginia Beach,36.8529,-75.978,91.62,75,90,9.22,light rain,
600,Wajima,37.4,136.9,76.21,90,100,8.39,overcast clouds,
601,Roald,62.5833,6.1333,55.17,82,0,14.97,clear sky,
602,Bac Lieu,9.285,105.7244,79.5,86,100,7.85,overcast clouds,
603,Xacmaz,41.4635,48.806,76.23,54,21,3.87,few clouds,
604,Oxford,51.7522,-1.256,66.04,85,75,4.61,broken clouds,
605,Ituporanga,-27.4144,-49.6025,68.52,63,0,2.59,clear sky,
606,Vitim,59.4511,112.5578,50.95,89,100,2.84,overcast clouds,
607,Kampot,10.6167,104.1833,78.98,87,100,6.6,overcast clouds,
608,Mount Pleasant,32.7941,-79.8626,84.99,90,90,5.01,mist,
609,Vershino-Darasunskiy,52.35,115.5167,45.82,97,7,4.59,clear sky,
610,Owen Sound,44.5672,-80.9435,84.42,73,8,3.0,clear sky,
611,Kanye,-24.9667,25.3327,66.49,24,7,6.31,clear sky,
612,Husavik,66.0449,-17.3389,55.09,79,100,3.47,overcast clouds,
613,Saint-Leu,-21.15,55.2833,63.46,65,15,9.08,few clouds,
614,Viransehir,37.2353,39.7631,88.48,16,0,7.9,clear sky,
615,Valdivia,-39.8142,-73.2459,46.89,72,17,4.79,few clouds,
616,High Rock,26.6208,-78.2833,87.82,70,99,11.5,overcast clouds,
617,Gejiu,23.306,103.1635,57.38,92,100,1.63,overcast clouds,
618,Wagar,16.1525,36.2032,75.0,67,100,17.92,overcast clouds,
619,Moissala,8.3404,17.7663,71.44,91,39,0.63,scattered clouds,
620,Znamensk,48.5842,45.7338,78.31,43,93,6.22,overcast clouds,
621,Dustlik,40.5247,68.0358,75.13,28,1,4.9,clear sky,
622,Mengcheng,33.2579,116.5655,75.42,98,100,6.64,light rain,
623,Belaya Gora,68.5333,146.4167,53.83,87,100,7.67,overcast clouds,
624,Alice Springs,-23.7,133.8833,60.35,39,15,13.8,few clouds,
625,Thoen,17.6129,99.2161,74.37,95,75,2.82,broken clouds,
626,Inhambane,-23.865,35.3833,70.07,82,37,11.03,scattered clouds,
627,Los Llanos De Aridane,28.6585,-17.9182,71.13,83,40,13.8,scattered clouds,
628,Vicuna,-30.0319,-70.7081,70.68,30,19,6.04,few clouds,
629,Lindi,-10.0,39.7167,72.07,91,52,3.65,broken clouds,
630,Dalbandin,28.8947,64.4101,85.24,9,15,2.33,few clouds,
631,Machiques,10.0644,-72.545,88.27,64,93,7.2,overcast clouds,
632,Hamilton,39.1834,-84.5333,93.2,50,11,1.01,few clouds,
633,Apac,1.9756,32.5386,62.89,94,6,2.48,clear sky,
634,Requena,39.4883,-1.1004,71.38,64,100,4.97,overcast clouds,
635,Labytnangi,66.6572,66.4183,58.1,91,100,4.92,overcast clouds,
636,Nambucca Heads,-30.65,153.0,61.16,73,98,4.5,overcast clouds,
637,Nioro,13.35,-15.75,76.66,92,100,11.01,overcast clouds,
638,Berlevag,70.8578,29.0864,44.55,70,90,5.75,overcast clouds,
639,Lakatoro,-16.0999,167.4164,75.67,72,74,12.73,broken clouds,
640,Ust-Kuyga,70.0167,135.6,46.49,92,100,3.58,light rain,
641,Nautla,20.2167,-96.7833,83.32,76,28,6.46,scattered clouds,
642,Tiarei,-17.5333,-149.3333,82.42,84,59,21.12,light rain,
643,Sambava,-14.2667,50.1667,68.5,83,2,12.55,clear sky,
644,Darnah,32.767,22.6367,78.39,76,0,19.3,clear sky,
645,Hyderabad,17.3753,78.4744,77.16,65,75,0.0,broken clouds,
646,Boa Vista,2.8197,-60.6733,87.78,58,75,9.22,light rain,
647,Ekhabi,53.5102,142.9671,59.7,84,7,12.17,clear sky,
648,Svetlogorsk,52.6333,29.7333,54.21,67,19,2.59,few clouds,
649,Solvychegodsk,61.3305,46.9156,59.36,96,98,9.62,overcast clouds,
650,Luwuk,-0.9516,122.7875,74.77,77,99,3.96,overcast clouds,
651,Manzhouli,49.6,117.4333,56.88,75,100,4.61,overcast clouds,
652,Trairi,-3.2778,-39.2689,78.33,75,12,13.42,few clouds,
653,Honningsvag,70.9821,25.9704,44.87,74,100,4.25,overcast clouds,
654,Oranjemund,-28.55,16.4333,54.46,73,0,14.81,clear sky,
655,Monroe,43.1501,-77.6831,85.33,70,96,1.99,overcast clouds,
656,Sao Joao Da Barra,-21.6403,-41.0511,71.8,83,0,19.26,clear sky,
657,Bay Roberts,47.5999,-53.2648,61.03,65,82,5.01,broken clouds,
658,Fuzhou,26.0614,119.3061,76.95,98,89,2.15,overcast clouds,
659,Nayoro,44.3506,142.4578,66.27,95,100,1.79,overcast clouds,
660,Palu,-0.8917,119.8707,73.69,97,100,1.59,light rain,
661,Sioux Lookout,50.1001,-91.917,77.99,29,16,7.85,few clouds,
662,Nanton,50.3501,-113.7687,73.89,33,14,6.02,few clouds,
663,Voyvozh,62.892,54.9635,74.01,51,86,9.66,overcast clouds,
664,Sibut,5.718,19.0739,70.11,95,11,1.32,few clouds,
665,Kununurra,-15.7667,128.7333,71.76,36,0,3.0,clear sky,
666,Hithadhoo,-0.6,73.0833,81.99,70,42,10.04,scattered clouds,MV
667,Ushuaia,-54.8,-68.3,37.06,70,75,5.75,light rain,AR
668,Kapaa,22.0752,-159.319,88.12,66,20,5.99,few clouds,US
669,Rikitea,-23.1203,-134.9692,68.45,56,66,13.58,broken clouds,PF
670,Thompson,55.7435,-97.8558,59.16,55,90,5.75,overcast clouds,CA
671,Bredasdorp,-34.5322,20.0403,45.72,93,0,4.61,clear sky,ZA
672,Kavieng,-2.5744,150.7967,82.22,71,95,2.35,light rain,PG
673,Chokurdakh,70.6333,147.9167,37.36,93,100,15.32,light rain,RU
674,Arraial Do Cabo,-22.9661,-42.0278,73.36,73,0,18.41,clear sky,BR
675,Cockburn Town,21.4612,-71.1419,85.96,70,40,14.97,scattered clouds,TC
676,Dikson,73.5069,80.5464,40.17,92,100,4.45,overcast clouds,RU
677,Vaini,-21.2,-175.2,71.76,83,20,13.8,few clouds,TO
678,Viedma,-40.8135,-62.9967,46.18,73,83,27.78,broken clouds,AR
679,Norman Wells,65.282,-126.8329,57.24,72,90,2.3,light rain,CA
680,Cape Town,-33.9258,18.4232,52.12,93,0,1.14,clear sky,ZA
681,Albany,42.6001,-73.9662,75.81,93,96,12.97,moderate rain,US
682,Hobart,-42.8794,147.3294,49.86,81,75,3.0,broken clouds,AU
683,Yellowknife,62.456,-114.3525,55.92,47,20,4.61,few clouds,CA
684,Kurchum,48.5722,83.6542,59.58,29,0,5.86,clear sky,KZ
685,Bengkulu,-3.8004,102.2655,74.34,92,100,7.87,overcast clouds,ID
686,Saint-Pierre,-21.3393,55.4781,65.84,69,0,9.22,clear sky,RE
687,Saint-Philippe,-21.3585,55.7679,65.75,69,0,8.48,clear sky,RE
688,Korla,41.7597,86.1469,77.54,30,4,5.57,clear sky,CN
689,Richards Bay,-28.783,32.0377,63.18,74,100,1.9,overcast clouds,ZA
690,Busselton,-33.65,115.3333,43.09,79,0,10.07,clear sky,AU
691,Ocala,29.1872,-82.1401,93.92,70,20,5.01,few clouds,US
692,Hilo,19.7297,-155.09,92.28,72,20,11.5,few clouds,US
693,Bitung,1.4451,125.1824,74.25,85,90,9.35,light rain,ID
694,Hermanus,-34.4187,19.2345,50.9,81,0,4.41,clear sky,ZA
695,Castro,-24.7911,-50.0119,64.35,48,0,3.15,clear sky,BR
696,Srivardhan,18.0333,73.0167,77.14,91,38,4.5,scattered clouds,IN
697,Ulladulla,-35.35,150.4667,67.08,56,7,6.89,clear sky,AU
698,Sao Filipe,14.8961,-24.4956,79.12,88,78,11.74,broken clouds,CV
699,Port Alfred,-33.5906,26.891,56.84,77,0,5.91,clear sky,ZA
700,Avarua,-21.2078,-159.775,78.85,89,40,8.05,scattered clouds,CK
701,Cidreira,-30.1811,-50.2056,72.12,58,3,4.14,clear sky,BR
702,Faridabad,28.4333,77.3167,87.49,74,17,4.74,few clouds,IN
703,Praia Da Vitoria,38.7333,-27.0667,79.05,73,75,19.89,broken clouds,PT
704,Maniitsoq,65.4167,-52.9,46.83,83,25,5.14,scattered clouds,GL
705,Barrow,71.2906,-156.7887,35.62,80,90,14.97,light snow,US
706,New Norfolk,-42.7826,147.0587,49.5,71,82,1.99,broken clouds,AU
707,Jamestown,42.097,-79.2353,81.72,61,1,4.61,clear sky,US
708,Saurimo,-9.6608,20.3916,74.16,52,92,3.67,overcast clouds,AO
709,Kruisfontein,-34.0033,24.7314,47.68,84,0,3.2,clear sky,ZA
710,Portland,45.5234,-122.6762,70.56,61,90,1.01,overcast clouds,US
711,Denpasar,-8.65,115.2167,76.66,94,40,5.75,scattered clouds,ID
712,Koumac,-20.5667,164.2833,71.35,63,0,4.92,clear sky,NC
713,Torbay,47.6666,-52.7314,59.29,76,75,13.8,broken clouds,CA
714,Kaitangata,-46.2817,169.8464,48.83,74,90,5.08,overcast clouds,NZ
715,Bluff,-46.6,168.3333,48.79,80,100,14.72,overcast clouds,NZ
716,Natal,-5.795,-35.2094,79.45,88,40,11.5,scattered clouds,BR
717,Iqaluit,63.7506,-68.5145,42.53,87,90,23.02,shower rain,CA
718,Fare,-16.7,-151.0167,78.03,80,6,19.64,light rain,PF
719,Charyshskoye,51.3978,83.5598,43.5,80,0,5.03,clear sky,RU
720,Bethel,41.3712,-73.414,73.02,94,100,5.99,light rain,US
721,Dombarovskiy,50.7587,59.5386,74.48,30,1,10.18,clear sky,RU
722,Puerto Ayora,-0.7393,-90.3518,78.76,91,95,8.99,overcast clouds,EC
723,Menongue,-14.6585,17.691,66.36,29,78,3.02,broken clouds,AO
724,Bilma,18.6853,12.9164,94.01,12,12,9.26,few clouds,NE
725,Ponta Do Sol,32.6667,-17.1,72.72,78,1,3.31,clear sky,PT
726,Havoysund,70.9963,24.6622,41.88,78,99,3.06,overcast clouds,NO
727,Qaanaaq,77.484,-69.3632,35.58,75,12,1.59,few clouds,GL
728,Punta Arenas,-53.15,-70.9167,37.51,93,90,11.5,light rain,CL
729,Blackwater,-23.5833,148.8833,62.62,80,5,8.16,clear sky,AU
730,Geraldton,-28.7667,114.6,45.01,87,53,5.75,broken clouds,AU
731,Piacabucu,-10.4056,-36.4344,72.93,88,26,9.26,scattered clouds,BR
732,Lamu,-2.2717,40.902,75.42,79,0,15.26,clear sky,KE
733,Hasaki,35.7333,140.8333,77.4,88,100,9.62,light rain,JP
734,Port Lincoln,-34.7333,135.8667,51.17,64,73,21.77,broken clouds,AU
735,Port Augusta,-32.5,137.7667,47.71,68,0,10.02,clear sky,AU
